ARTICLE NUMBER (SKU),EAN,PRODUCT NAME,PRODUCT PHOTO,DESCRIPTION,BRUTTO PRICE,DROPSHIPPING DISCOUNT,WHOLESALE DISCOUNT,COLOR,MATERIAL,PRODUCT DIMENSIONS AND WEIGHT,,DIMENSIONS AND WEIGHT OF THE SHIPMENT
SLEEPBAG-1.5TOG-POLICE-DARKBLUE-M,5904844917690,"Sleepbag 1,5 TOG Police Dark blue M ",,"Dimensions: 50x90 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 100 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",56.9,0.2,>25% <40%,"Design: police officer,
Background colour: dark blue","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",50x90 cm,,
SLEEPBAG-1.5TOG-CANDYCUTE-WHITE-S,5904844917706,"Sleepbag 1,5 TOG CandyCute White S ",,"Dimensions: 40x64 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 100 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",49.76,0.2,>25% <40%,"Design: candy cute,
Background colour: white","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",40x64 cm ,,
SLEEPBAG-1.5TOG-CANDYCUTE-WHITE-M,5904844917713,"Sleepbag 1,5 TOG CandyCute White M ",,"Dimensions: 50x90 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 100 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",56.9,0.2,>25% <40%,"Design: candy cute,
Background colour: white","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",50x90 cm,,
SLEEPBAG-1.5TOG-CANDYCUTE-PINK-S,5904844917720,"Sleepbag 1,5 TOG CandyCute Pink S ",,"Dimensions: 40x64 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 100 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",49.76,0.2,>25% <40%,"Design: candy cute,
Background colour: pink","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",40x64 cm ,,
SLEEPBAG-1.5TOG-CANDYCUTE-PINK-M,5904844917737,"Sleepbag 1,5 TOG CandyCute Pink M",,"Dimensions: 50x90 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 100 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",56.9,0.2,>25% <40%,"Design: candy cute,
Background colour: pink","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",50x90 cm,,
SLEEPBAG-1.5TOG-BEARS-WHITE-S,5904844917744,"Sleepbag 1,5 TOG Bears White S ",,"Dimensions: 40x64 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 100 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",49.76,0.2,>25% <40%,"Design: bears,
Background colour: white","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",40x64 cm ,,
SLEEPBAG-1.5TOG-BEARS-WHITE-M,5904844917751,"Sleepbag 1,5 TOG Bears White M",,"Dimensions: 50x90 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 100 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",56.9,0.2,>25% <40%,"Design: bears,
Background colour: white","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",50x90 cm,,
SLEEPBAG-1.5TOG-BEARS-BEIGE-S,5904844917768,"Sleepbag 1,5 TOG Bears Beige S ",,"Dimensions: 40x64 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 100 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",49.76,0.2,>25% <40%,"Design: bears,
Background colour: beige","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",40x64 cm ,,
SLEEPBAG-1.5TOG-BEARS-BEIGE-M,5904844917775,"Sleepbag 1,5 TOG Bears Beige M",,"Dimensions: 50x90 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 100 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",56.9,0.2,>25% <40%,"Design: bears,
Background colour: beige","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",50x90 cm,,
SLEEPBAG-2.5TOG-WHALE-WHITE-S,5904844918420,"Sleepbag 2,5 TOG Whale White S ",,"Dimensions: 40x64 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 100 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",49.76,0.2,>25% <40%,"Design: whale,
Background colour: white","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",40x64 cm ,,
SLEEPBAG-2.5TOG-WHALE-WHITE-M,5904844918413,"Sleepbag 2,5 TOG Whale White M ",,"Dimensions: 50x90 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",56.9,0.2,>25% <40%,"Design: whale,
Background colour: white","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",50x90 cm,,
SLEEPBAG-2.5TOG-WHALE-BEIGE-S,5904844918321,"Sleepbag 2,5 TOG Whale Beige S ",,"Dimensions: 40x64 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",49.76,0.2,>25% <40%,"Design: whale,
Background colour: beige","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",40x64 cm ,,
SLEEPBAG-2.5TOG-WHALE-BEIGE-M,5904844918314,"Sleepbag 2,5 TOG Whale Beige M",,"Dimensions: 50x90 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",56.9,0.2,>25% <40%,"Design: whale,
Background colour: beige","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",50x90 cm,,
SLEEPBAG-2.5TOG-WHALE-DARKBEIGE-S,5904844918369,"Sleepbag 2,5 TOG Whale Dark beige S",,"Dimensions: 40x64 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",49.76,0.2,>25% <40%,"Design: whale,
Background colour: dark beige.","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",40x64 cm ,,
SLEEPBAG-2.5TOG-WHALE-DARKBEIGE-M,5904844918352,"Sleepbag 2,5 TOG Whale Dark beige M",,"Dimensions: 50x90 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",56.9,0.2,>25% <40%,"Design: whale,
Background colour: dark beige.","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",50x90 cm,,
SLEEPBAG-2.5TOG-WHALE-BROWN-S,5904844918345,"Sleepbag 2,5 TOG Whale Brown S",,"Dimensions: 40x64 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",49.76,0.2,>25% <40%,"Design: whale,
Background colour: brown","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",40x64 cm ,,
SLEEPBAG-2.5TOG-WHALE-BROWN-M,5904844918338,"Sleepbag 2,5 TOG Whale Brown M",,"Dimensions: 50x90 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",56.9,0.2,>25% <40%,"Design: whale,
Background colour: brown","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",50x90 cm,,
SLEEPBAG-2.5TOG-WHALE-DARKBLUE-S,5904844918383,"Sleepbag 2,5 TOG Whale Dark Blue S",,"Dimensions: 40x64 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",49.76,0.2,>25% <40%,"Design: whale,
Background colour: dark blue","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",40x64 cm ,,
SLEEPBAG-2.5TOG-WHALE-DARKBLUE-M,5904844918376,"Sleepbag 2,5 TOG Whale Dark Blue M",,"Dimensions: 50x90 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",56.9,0.2,>25% <40%,"Design: whale,
Background colour: dark blue","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",50x90 cm,,
SLEEPBAG-2.5TOG-WHALE-OLIVE-S,5904844918406,"Sleepbag 2,5 TOG Whale Olive S",,"Dimensions: 40x64 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",49.76,0.2,>25% <40%,"Design: whale,
Background colour: olive green","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",40x64 cm ,,
SLEEPBAG-2.5TOG-WHALE-OLIVE-M,5904844918390,"Sleepbag 2,5 TOG Whale Olive M",,"Dimensions: 50x90 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",56.9,0.2,>25% <40%,"Design: whale,
Background colour: olive green","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",50x90 cm,,
SLEEPBAG-2.5TOG-POLICE-WHITE-S,5904844918307,"Sleepbag 2,5 TOG Police White S ",,"Dimensions: 40x64 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",49.76,0.2,>25% <40%,"Design: police officer,
Background colour: white","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",40x64 cm ,,
SLEEPBAG-2.5TOG-POLICE-WHITE-M,5904844918291,"Sleepbag 2,5 TOG Police White M",,"Dimensions: 50x90 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",56.9,0.2,>25% <40%,"Design: police officer,
Background colour: white","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",50x90 cm,,
SLEEPBAG-2.5TOG-POLICE-DARKBLUE-S,5904844918284,"Sleepbag 2,5 TOG Police Dark blue S ",,"Dimensions: 40x64 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",49.76,0.2,>25% <40%,"Design: police officer,
Background colour: dark blue","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",40x64 cm ,,
SLEEPBAG-2.5TOG-POLICE-DARKBLUE-M,5904844918277,"Sleepbag 2,5 TOG Police Dark blue M ",,"Dimensions: 50x90 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",56.9,0.2,>25% <40%,"Design: police officer,
Background colour: dark blue","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",50x90 cm,,
SLEEPBAG-2.5TOG-CANDYCUTE-WHITE-S,5904844918260,"Sleepbag 2,5 TOG CandyCute White S ",,"Dimensions: 40x64 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",49.76,0.2,>25% <40%,"Design: candy cute,
Background colour: white","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",40x64 cm ,,
SLEEPBAG-2.5TOG-CANDYCUTE-WHITE-M,5904844918253,"Sleepbag 2,5 TOG CandyCute White M ",,"Dimensions: 50x90 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",56.9,0.2,>25% <40%,"Design: candy cute,
Background colour: white","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",50x90 cm,,
SLEEPBAG-2.5TOG-CANDYCUTE-PINK-S,5904844918246,"Sleepbag 2,5 TOG CandyCute Pink S ",,"Dimensions: 40x64 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",49.76,0.2,>25% <40%,"Design: candy cute,
Background colour: pink","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",40x64 cm ,,
SLEEPBAG-2.5TOG-CANDYCUTE-PINK-M,5904844918239,"Sleepbag 2,5 TOG CandyCute Pink M",,"Dimensions: 50x90 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",56.9,0.2,>25% <40%,"Design: candy cute,
Background colour: pink","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",50x90 cm,,
SLEEPBAG-2.5TOG-BEARS-WHITE-S,5904844918222,"Sleepbag 2,5 TOG Bears White S ",,"Dimensions: 40x64 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",49.76,0.2,>25% <40%,"Design: bears,
Background colour: white","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",40x64 cm ,,
SLEEPBAG-2.5TOG-BEARS-WHITE-M,5904844918215,"Sleepbag 2,5 TOG Bears White M",,"Dimensions: 50x90 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",56.9,0.2,>25% <40%,"Design: bears,
Background colour: white","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",50x90 cm,,
SLEEPBAG-2.5TOG-BEARS-BEIGE-S,5904844918208,"Sleepbag 2,5 TOG Bears Beige S ",,"Dimensions: 40x64 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",49.76,0.2,>25% <40%,"Design: bears,
Background colour: beige","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",40x64 cm ,,
SLEEPBAG-2.5TOG-BEARS-BEIGE-M,5904844918192,"Sleepbag 2,5 TOG Bears Beige M",,"Dimensions: 50x90 cm 
Made from certified OEKO-TEX 
Standard 100 materials.
Fabric: 100% Bamboo Viscose, 
weight: 170g/m².
Bamboo fabric properties: Hypoallergenic, 
antibacterial, antifungal, thermoregulating,
 and highly absorbent. 
Effectively eliminates odors and ensures 
exceptional comfort – incredibly soft 
and gentle to the touch.
Filling: Highly fluffy silicone 
fleece, 150 g.
Care instructions: Machine washable at 30°C.
Ideal for ensuring a safe 
and cozy sleep for babies 
while maintaining excellent 
breathability and moisture control.",56.9,0.2,>25% <40%,"Design: bears,
Background colour: beige","100% Viscose bamboo,
Weight: 170g/m2
Feeling: wadding 100 g/m2",50x90 cm,,
SBL-WHALE-W-S,5904844918604,Sleepbag with legs Whale White S,,"Sleepbag with legs in cotton 

Size S – 0.5 TOG (Summer) 1-2 years

Properties: Breathable, soft, and stretchy 
cotton fabric ensures freedom of movement 
and optimal comfort during warmer nights.
Care instructions: Machine washable at 30°C.
Use: Perfect for summer nights – keeps the 
baby comfortable without overheating.
Made from certified OEKO-TEX 
Standard 100 materials.",52.5,0.2,>25% <40%,"Design: Whale
Background colour: White","94% Cotton, 
6% Lycra 
 230 g/m²","80 cm (with legs)  
66 cm (without legs), 
34 cm (hips), 
30 cm (underarms)",,
SBL-WHALE-W-M,5904844918611,Sleepbag with legs Whale White M,,"Sleepbag with legs in cotton 

Size M – 0.5 TOG (Summer) 3-4 years

Properties: Breathable, soft, and stretchy 
cotton fabric ensures freedom of movement 
and optimal comfort during warmer nights.
Care instructions: Machine washable at 30°C.
Use: Perfect for summer nights – keeps 
the baby comfortable without overheating.
Made from certified OEKO-TEX 
Standard 100 materials.",56.9,0.2,>25% <40%,"Design: Whale
Background colour: White","94% Cotton, 
6% Lycra 
 230 g/m²","93 cm (with legs) 
79 cm (without legs), 
44 cm (hips), 
37 cm (underarms)",,
